		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	NU = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
010110111   21   26   18   28   23   24   32   33  8.554289  0.381277 	SUCCESS  65
010111011   19   30   22   30   38   19   30   22 14.782857  0.063508 	SUCCESS  66
010111111   28   33   25   23   28   25   31   12 12.706226  0.122365 	SUCCESS  67
011000111   22   21   24   25   27   21   28   34  5.986469  0.648748 	SUCCESS  68
011001111   24   24   23   24   25   27   31   31  4.097841  0.848190 	SUCCESS  69
011010111   25   22   24   27   20   31   32   34  9.572414  0.296328 	SUCCESS  70
011011111   22   21   22   25   20   18   23   28  4.178603  0.840660 	SUCCESS  71
011101111   28   28   29   16   33   21   28   22  9.401623  0.309556 	SUCCESS  72
011111111   26   28   31   23   23   28   22   18  5.198052  0.736214 	SUCCESS  73
100000000   22   27   22   16   14   21   18   22 10.810978  0.212641 	SUCCESS  74
100010000   25   23   18   14   34   24   29   12 17.735949  0.023296 	SUCCESS  75
100100000   21   21   30   30   25   28   24   31  6.055315  0.641036 	SUCCESS  76
100101000   19   27   25   20   23   23   18   26  4.365281  0.822755 	SUCCESS  77
100110000   30   23   24   15   35   22   28   13 16.220677  0.039328 	SUCCESS  78
100111000   27   29   21   13   16   23   22   22 10.736175  0.217101 	SUCCESS  79
101000000   22   28   26   20   20   24   18   20  5.102064  0.746614 	SUCCESS  80
101000100   28   28   22   20   26   27   16   20  6.365784  0.606330 	SUCCESS  81
101001000   24   30   23   23   18   22   28   25  4.044883  0.853051 	SUCCESS  82
101001100   22   21   22   20   25   18   27   26  3.941614  0.862352 	SUCCESS  83
101010000   24   22   20   19   26   25   32   19  6.111584  0.634734 	SUCCESS  84
101010100   30   24   26   23   26   24   24   17  3.968755  0.859931 	SUCCESS  85
101011000   17   20   27   29   18   23   21   36 12.331546  0.137013 	SUCCESS  86
101011100   21   26   18   23   28   29   27   29  5.045796  0.752670 	SUCCESS  87
101100000   22   23   25   30   24   28   21   25  2.732177  0.950025 	SUCCESS  88
101100100   27   24   25   41   22   32   24   36 20.386516  0.008969 	FAILURE  89
101101000   28   23   29   33   22   21   25   28  5.961976  0.651491 	SUCCESS  90
101101100   24   23   26   31   26   21   25   27  2.944672  0.937781 	SUCCESS  91
101110000   22   19   28   31   29   29   24   23  5.758086  0.674309 	SUCCESS  92
101110100   29   21   26   23   16   22   19   21  6.533927  0.587647 	SUCCESS  93
101111000   18   27   30   23   21   26   27   32  6.766282  0.562046 	SUCCESS  94
101111100   25   24   26   25   25   21   27   24  0.944169  0.998577 	SUCCESS  95
110000000   24   26   25   22   16   25   19   14  9.193762  0.326215 	SUCCESS  96
110000010   21   27   24   31   27   28   26   12 10.086772  0.258988 	SUCCESS  97
110000100   21   25   30   15   32   22   30   21 10.086772  0.258988 	SUCCESS  98
110001000   24   21   26   18   25   25   30   20  4.518860  0.807543 	SUCCESS  99
110001010   27   25   19   26   26   28   18   22  4.281872  0.830839 	SUCCESS 100
110010000   24   19   28   29   23   24   25   29  3.690062  0.883949 	SUCCESS 101
110010010   27   24   19   29   17   24   25   30  6.095696  0.636513 	SUCCESS 102
110010100   23   26   19   27   19   19   27   34  8.374893  0.397732 	SUCCESS 103
110011000   25   30   23   20   39   22   31   16 16.358369  0.037529 	SUCCESS 104
110011010   21   25   21   26   28   21   28   20  3.510665  0.898360 	SUCCESS 105
110100000   25   28   30   24   24   28   21   26  3.055223  0.930844 	SUCCESS 106
110100010   26   24   22   27   24   26   17   24  3.086998  0.928780 	SUCCESS 107
110100100   23   20   23   19   24   20   25   28  3.611286  0.890383 	SUCCESS 108
110101000   24   23   23   17   27   28   32   27  6.062597  0.640220 	SUCCESS 109
110101010   35   19   27   24   29   31   23   18 10.850697  0.210303 	SUCCESS 110
110101100   24   22   26   40   21   31   27   47 34.936170  0.000027 	FAILURE 111
110110000   20   27   28   28   24   24   27   31  4.352041  0.824047 	SUCCESS 112
110110010   31   21   26   29   21   26   30   28  5.818327  0.667574 	SUCCESS 113
110110100   26   26   20   26   26   23   21   29  2.723571  0.950490 	SUCCESS 114
110111000   22   22   22   34   24   26   28   25  5.317208  0.723197 	SUCCESS 115
110111010   23   19   24   16   27   23   25   28  5.247038  0.730876 	SUCCESS 116
110111100   23   27   26   28   26   26   19   30  3.809218  0.873913 	SUCCESS 117
111000000   26   31   25   19   23   29   23   19  5.502562  0.702756 	SUCCESS 118
111000010   27   29   29   20   27   31   23   27  5.403265  0.713732 	SUCCESS 119
111000100   22   22   28   23   21   28   28   26  2.816910  0.945317 	SUCCESS 120
111000110   23   25   20   27   12   27   31   26  9.959010  0.267915 	SUCCESS 121
111001000   28   23   25   29   29   26   24   23  2.640162  0.954874 	SUCCESS 122
111001010   24   22   17   22   23   19   26   27  4.526142  0.806812 	SUCCESS 123
111001100   24   34   23   24   31   28   26   20  7.326317  0.501869 	SUCCESS 124
111010000   31   22   26   26   28   31   19   25  5.953371  0.652455 	SUCCESS 125
111010010   22   21   29   18   22   21   23   25  4.195814  0.839038 	SUCCESS 126
111010100   26   21   20   16   26   25   32   26  7.086680  0.527310 	SUCCESS 127
111010110   24   24   25   47   21   35   22   43 41.825394  0.000001 	FAILURE 128
111011000   19   33   20   29   23   22   28   30  8.291483  0.405528 	SUCCESS 129
111011010   20   16   21   23   20   24   19   32  8.889251  0.351725 	SUCCESS 130
111011100   23   24   25   39   22   18   27   29 12.299771  0.138322 	SUCCESS 131
111100000   28   36   23   23   29   26   25   11 15.044339  0.058289 	SUCCESS 132
111100010   20   25   22   21   25   26   38   23  9.612795  0.293261 	SUCCESS 133
111100100   32   23   20   28   22   28   28   28  5.792509  0.670461 	SUCCESS 134
111100110   23   28   22   27   34   24   25   26  5.199376  0.736070 	SUCCESS 135
111101000   28   19   27   29   24   27   21   29  4.647946  0.794456 	SUCCESS 136
111101010   30   21   24   24   24   23   26   27  2.317115  0.969714 	SUCCESS 137
111101100   22   33   21   29   17   18   22   27  9.348665  0.313742 	SUCCESS 138
111101110   20   15   27   25   25   16   28   26  8.525824  0.383860 	SUCCESS 139
111110000   27   28   28   19   23   19   20   15  8.500007  0.386211 	SUCCESS 140
111110010   29   18   24   29   34   22   28   27  8.521190  0.384281 	SUCCESS 141
111110100   17   22   28   26   23   28   21   19  5.577366  0.694454 	SUCCESS 142
111110110   27   28   23   15   18   23   21   26  7.076750  0.528375 	SUCCESS 143
111111000   30   26   22   26   27   21   32   18  6.749070  0.563932 	SUCCESS 144
111111010   19   31   34   25   28   34   30   22 13.030597  0.110801 	SUCCESS 145
111111100   40   23   25   17   25   19   26   16 17.076617  0.029321 	SUCCESS 146
111111110   26   28   31   23   23   28   22   18  5.198052  0.736214 	SUCCESS 147
		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	NU = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
